NB.SI;CATEGORIE;DESIGNATION;MATRICULE;DATE ENTREE;PANNE DECLAREE;SIT.ACTUELLE;PIECES;DATE SORTIE;INTERVENANT;AFFECTATION;NBR INDISPONIBILITE;JOUR OUVRABLE;RATIO;JOUR DISPONIBILITE;RATIO2; TYPE DE PANNE ;
004024-205-16/4;TRANS/BENNE 40;CAMION A BENNE BN-10 DAEWOO  00585-205-40;004024-205-16;17/05/2023;problème embrayage;Réparée;flexible huile hydraulique;18/05/2023;Gharib,med;PARC;2;22;0,09;20;90,91%;mécanique;
002168-203-16/1;TRANS ET V, SPECIAUX 40;CAMION MALAXEUR  M7 HYUNDAY 00331-203-40;002168-203-16;21/05/2023;fuite de l'huile d'embrayage;Réparée;Goupille d'axe de pompe d'embrayage ;27/05/2023;Gharib,med;CAB;5;22;0,23;17;77,27%;mécanique;
01714-112-40/2;LEGER;NISSAN SUNNY 01714-112-40;01714-112-40;29/05/2023;freinage;Réparée;plaquette de frein ;29/05/2023;Djeridi,A;MGX;1;22;0,05;21;95,45%;mécanique;
02326-115-40/4;LEGER;NISSAN SUNNY 02326-115-40;02326-115-40;30/05/2023;problème au niveau de la culasse;Réparée;culasse d'occasion;04/06/2023;Sekakra,Dj;MGX;4;22;0,18;18;81,82%;mécanique;
00106-102-40/3;LEGER;HYUNDAI ACCENT 00106-102-40;00106-102-40;31/05/2023;problème au niveau de la culasse;Réparée;culasse d'occasion - joint de culasse - filtre a air;05/09/2023;Djeridi,A;MGX;70;22;3,18;0;100%;mécanique;
00379-305-40/3;LEGER;MITSUBISHI PICK UP 00379-305-40;00379-305-40;04/06/2023;panne moteur (Fumée Noire et consommation de l'huile moteur);Réparée;Segment - Pochette de Joints - 01 Débrayable;16/07/2023;Sekakra,Dj;MGX;31;22;1,41;0;100%;mécanique;
01714-112-40/3;LEGER;NISSAN SUNNY 01714-112-40;01714-112-40;06/06/2023;problème de température moteur;Réparée;radiateur défectueux - 01 thermostat - 04 bougie d'allumage -  05 L - liquide de refroidissement;07/06/2023;Djeridi,A;MGX;2;22;0,09;20;90,91%;mécanique;
02292-112-40/1;LEGER;NISSAN SUNNY 02292-112-40;02292-112-40;07/06/2023;suspension défectueuse;Réparée;remplacement triangles;18/06/2023;Djeridi,A;MGX;8;22;0,36;14;63,64%;mécanique;
02663-313-40/3;LEGER;PEUGEOT EXPERT 02663-313-40;02663-313-40;11/06/2023;problème de température moteur;Réparée;Radiateur moteur - Radiateur Climatiseur;12/06/2023;Marir,R;MGX;2;22;0,09;20;90,91%;électrique;
01637-512-16/1;TRANS/MARCHANDISE 40;TRACTER ROUTIER   6X4 DAEWOO  DAEWOO  02184-512-40;01637-512-16;11/06/2023;panne moteur/consommation excessive de l'huile moteur;Réparée;révision moteur;18/07/2023;Gharib,med;PARC;28;22;1,27;0;100%;mécanique;
01140-317-40/2;LEGER;VOLKSWAGEN  CADDY 01140-317-40;01140-317-40;12/06/2023;mauvais freinage ;Réparée;plaquettes de frein (AV);12/06/2023;Djeridi,A;MGX;1;22;0,05;21;95,45%;mécanique;
042-01210-40/2;ENGIN TERRASSEM;RETROCHARGEUR 428C CATERPILLAR 042-01210-40;042-01210-40;12/06/2023;le cardon de transmission est cassé;Réparée;soudure en cuivre au niveau du bride de l'arbre de transmission - remplacement de croisillon - réparation de manchon - soudure d'un tuyau métallique (hydraulique);25/06/2023;Djeridi,A;PARC;10;22;0,45;12;54,55%;mécanique;
CB1333/1;AIR COMPRIME;COMPRESSEUR M 57  KAESER CB1333;CB1333;19/06/2023;problème de démarrage;Réparée;démarreur réparé;20/06/2023;Marir,R;PARC;2;22;0,09;20;90,91%;électrique;
000429-712-16/1;TRANS ET V, SPECIAUX 40;CAMION MALAXEUR  M2 DAEWOO  03371-712-40;000429-712-16;21/06/2023;passage de vitesses impossible problème de compression d'air;Réparée;confection de flexible (hydraulique);22/06/2023;Gharib,med;CAB;2;22;0,09;20;90,91%;mécanique;
003784-212-16/2;TRANS/BENNE 40;CAMION  PLATEAU PL01 DAEWOO  01383-212-40;003784-212-16;21/06/2023;problème de freinage;Réparée;garnitures de frein AV - AR;26/06/2023;Djeridi,A;PARC;4;22;0,18;18;81,82%;mécanique;
02326-115-40/5;LEGER;NISSAN SUNNY 02326-115-40;02326-115-40;22/06/2023;problème d'embrayage;Réparée;pompe d'embrayage;22/06/2023;Sekakra,Dj;MGX;1;22;0,05;21;95,45%;mécanique;
003459-213-16/2;TRANS/BENNE 40;CAMION A BENNE C260 6X4 BN-14 DAEWOO  00744-213-40;003459-213-16;25/06/2023;problème au niveau de ressort a lames (AR);Réparée;01 boulon d'assemblage - (rectifié au tour 500,00) -  04 silent bloc (installés 500,00x04) ;26/06/2023;Sekakra,Dj;PARC;2;22;0,09;20;90,91%;mécanique;
00101-300-40/3;LEGER;PEUGEOT EXPERT 00101-300-40;00101-300-40;26/06/2023;bruit anormal au niveau des roues AV;Réparée;plaquettes de frein (AV) - rotule crémaillère - réparation cardan;12/07/2023;Tamrabet,A;MGX;13;22;0,59;9;40,91%;mécanique;
CB1523/1;GEG;GROUPE  ELECTROGENE 180 KVA VOLVO CB1523;CB1523;03/07/2023;problème de démarrage et surchauffe;Réparée;remplacement de la courroie d'entrainement;04/07/2023;Gharib,med;CAB;2;22;0,09;20;90,91%;mécanique;
051-01340-40/6;MANITENTION;GRUE SUR PNEU SANY STC250 SANY 051-01340-40;051-01340-40;09/07/2023;fuite de l'huile moteur;Réparée;réparation du joint au niveau du refroidisseur;10/07/2023;Gharib,med;PARC;2;22;0,09;20;90,91%;mécanique;
00051-307-40/2;LEGER;MITSUBISHI PICK UP 00051-307-40;00051-307-40;09/07/2023;problème de démarrage;Réparée;démarreur a réparer;12/07/2023;Sekakra,Dj;MGX;4;22;0,18;18;81,82%;mécanique;
SP24/3;COMPACTAGE;MINI COMPACTEUR SP24 ENMTP SP24;SP24;09/07/2023;problème de roulement ;Réparée;rectification de l'axe excentrique - roulement (ref:22209MBW33C3) - support (cylindre) - Joint SPI;28/08/2023;Sekakra,Dj;PARC;37;22;1,68;0;100%;mécanique;
097466-114-16/2;LEGER;RENAULT TRAFIC (FOREMHYD) 097466-114-16;097466-114-16;09/07/2023;perte de puissance/fuite de l'huile moteur;Réparée;courroie distribution - réglage de contrôleur de pression (doseur) plaquette de frein (AV - AR) - Rotule crémaillère (02);14/09/2023;Sekakra,Dj;MGX;50;22;2,27;0;100%;mécanique;
000332-711-16/2;TRANS ET V, SPECIAUX 40;CAMION MALAXEUR  M1 DAEWOO  01250-711-40;000332-711-16;11/07/2023;fuite du liquide refroidissement au niveau du compresseur d'air;Réparée;joint de compresseur d'air;13/07/2023;Gharib,med;CAB;3;22;0,14;19;86,36%;mécanique;
002168-203-16/2;TRANS ET V, SPECIAUX 40;CAMION MALAXEUR  M7 HYUNDAY 00331-203-40;002168-203-16;11/07/2023;passage de vitesses impossible;Réparée;mécanisme d'embrayage - servo d'embrayage;16/07/2023;Gharib,med;CAB;4;22;0,18;18;81,82%;mécanique;
00379-305-40/4;LEGER;MITSUBISHI PICK UP 00379-305-40;00379-305-40;16/07/2023;Le Véhicule ne démarre pas;Réparée;Pompe Gasoil - fiche pompe gasoil;17/07/2023;Sekakra,Dj;MGX;2;22;0,09;20;90,91%;mécanique;
042-330-40/3;ENGIN TERRASSEM;PELLE HD M318 CATERPILLAR 042-330-40;042-330-40;01/08/2023;moteur de rotation de la tourelle;Réparée;indéterminée;24/08/2023;Gharib,med;PARC;18;22;0,82;4;18,18%;mécanique;
02657-313-40/3;LEGER;MITSUBISHI L200 02657-313-40;02657-313-40;07/08/2023;Véhicule ne démarre pas;Réparée;batterie faible;28/08/2023;Sekakra,Dj;MGX;16;22;0,73;6;27,27%;mécanique;
042-01812-40/3;ENGIN TERRASSEM;PELLE SUR CHENILLE EC 350DL VOLVO 042-01812-40;042-01812-40;21/08/2023;problème de chenilles: - Train de Chenille, Galets et Roue dentée défectueux;Dépanné;indéterminée;21/08/2023;Volvo après vente;PARC;1;22;0,05;21;95,45%;mécanique;
003800-206-16/5;TRANS ET V, SPECIAUX 40;POMPE A BETON SCHWING SCHWING STITTER 01648-206-40;003800-206-16;24/08/2023;passage de vitesses difficile;Réparée;Mécanisme d'Embrayage;21/09/2023;Gharib,med;PARC;21;22;0,95;1;4,55%;mécanique;
00438-118-40/1;LEGER;VOLKSWAGEN CADDY 1,6 TDI 00438-118-40;00438-118-40;27/08/2023;température moteur;Réparée;thermostat;28/08/2023;Marir,R;MGX;2;22;0,09;20;90,91%;électrique;
00152-899-40/2;TRANS ET V, SPECIAUX  ;COCOTTE A CIMENT 20T-02 SNVI 00152-899-40;00152-899-40;27/08/2023;problème de freinage;Réparée;garnitures de frein (04 roues) - tête de came en S - dispositif de rattrapage 01;07/09/2023;Djeridi,A;PARC;10;22;0,45;12;54,55%;mécanique;
003461-213-16/1;TRANS/BENNE 40;CAMION A BENNE C260 6X3 BN-13 DAEWOO  00790-213-40;003461-213-16;29/08/2023;fuite de l'huile hydraulique;Réparée;confection de flexible (hydraulique);30/08/2023;Gharib,med;PARC;2;22;0,09;20;90,91%;mécanique;
02326-115-40/6;LEGER;NISSAN SUNNY 02326-115-40;02326-115-40;29/08/2023;Vibration et bruit au niveau des roues AV;Réparée;réparation cardan - 02 - remplacement support moteur - 02 soudure collecteur échappement - remplacement soupape - ;03/09/2023;Sekakra,Dj;MGX;4;22;0,18;18;81,82%;mécanique;
00145-105-40/2;LEGER;HONDA CIVIC 00145-105-40;00145-105-40;29/08/2023;température moteur/fuite du liquide refroidissement;Réparée;soudure radiateur;03/10/2023;Marir,R;MGX;26;22;1,18;0;100%;électrique;
052-00775-40/4;MANITENTION;GRUE SUR PNEU 1025 ENMTP 052-00775-40;052-00775-40;30/08/2023;Problème de démarrage;Réparée;Pompette gasoil;30/08/2023;Sekakra,Dj;PARC;1;22;0,05;21;95,45%;mécanique;
002168-203-16/3;TRANS ET V, SPECIAUX 40;CAMION MALAXEUR  M7 HYUNDAY 00331-203-40;002168-203-16;30/08/2023;problème de freinage ;Réparée;filtre déshuileur;31/08/2023;Gharib,med;CAB;2;22;0,09;20;90,91%;mécanique;
003459-213-16/3;TRANS/BENNE 40;CAMION A BENNE C260 6X4 BN-14 DAEWOO  00744-213-40;003459-213-16;03/09/2023;boulon en U (bride) cassé;Réparée;boulon d'assemblage - (rectifié au tour ) - silent bloc (04) - Boulon en U (02) - ;14/09/2023;Tamrabet,A;MGX;10;22;0,45;12;54,55%;mécanique;
00151-106-40/4;LEGER;RENAULT KANGOO 00151-106-40;00151-106-40;04/09/2023;problème de batterie/alternateur ne charge pas;Réparée;régulateur courroie d'alternateur;04/09/2023;Marir,R;MGX;1;22;0,05;21;95,45%;électrique;
003792-212-16/2;TRANS/BENNE 40;CAMION CITERNE 10,000 L DAEWOO  01373-212-40;003792-212-16;05/09/2023;passage de vitesse difficile;Réparée;Mécanisme d'Embrayage;07/09/2023;Sekakra,Dj;PARC;3;22;0,14;19;86,36%;mécanique;
004024-205-16/5;TRANS/BENNE 40;CAMION A BENNE BN-10 DAEWOO  00585-205-40;004024-205-16;05/09/2023;fuite gasoil;Réparée;réparation flexible gasoil;05/09/2023;Sekakra,Dj;PARC;1;22;0,05;21;95,45%;mécanique;
00200-104-40/4;LEGER;RENAULT CLIO 00200-104-40;00200-104-40;07/09/2023;fuite du liquide refroidissement;Réparée;colmatage de radiateur;07/09/2023;Tamrabet,A;MGX;1;22;0,05;21;95,45%;mécanique;
01714-112-40/4;LEGER;NISSAN SUNNY 01714-112-40;01714-112-40;09/09/2023;ratage moteur/manque de puissance;Réparée;03 soupapes défectueuses -  joint de culasse;21/09/2023;Djeridi,A;MGX;10;22;0,45;12;54,55%;mécanique;
004024-205-16/6;TRANS/BENNE 40;CAMION A BENNE BN-10 DAEWOO  00585-205-40;004024-205-16;10/09/2023;problème électrique (surchauffe de câble électrique);Réparée;fusibles - câble électrique;11/09/2023;Marir,R;PARC;2;22;0,09;20;90,91%;électrique;
00151-106-40/5;LEGER;RENAULT KANGOO 00151-106-40;00151-106-40;10/09/2023;problème de freinage;Réparée;maître - cylindre;11/09/2023;Djeridi,A;MGX;2;22;0,09;20;90,91%;mécanique;
042-01468-40/2;ENGIN TERRASSEM;PELLE SUR PNEU M315D CATERPILLAR 042-01468-40;042-01468-40;12/09/2023;problème de température ;Réparée;Fuite du liquide de refroidissement (radiateur moteur);17/09/2023;Gharib,med;PARC;4;22;0,18;18;81,82%;mécanique;
03368-812-40/3;TRANS ET V, SPECIAUX  ;COCOTTE A CIMENT 20T-03 SNVI 03368-812-40;03368-812-40;14/09/2023;Problème de freinage;Réparée;"kit réparation came en ""S"" (01 roue) - ";21/09/2023;Djeridi,A;PARC;6;22;0,27;16;72,73%;mécanique;
042-01468-40/3;ENGIN TERRASSEM;PELLE SUR PNEU M315D CATERPILLAR 042-01468-40;042-01468-40;14/09/2023;fuite du liquide de refroidissement;Réparée;soudure et débouchage radiateur moteur;28/09/2023;Gharib,med;PARC;11;22;0,5;11;50,00%;mécanique;
02161-413-40/1;TRANS/PERSONNEL;MINI BUS/01 MITSUBISHI 02166-413-40;02161-413-40;17/09/2023;problème de freinage;Réparée;garniture de frein - goujons de roue 02;20/09/2023;Sekakra,Dj;MGX;4;22;0,18;18;81,82%;mécanique;
000935-505-16/3;TRANS/MARCHANDISE 40;TRACTER ROUTIER  MITSUBISHI 00111-505-40;000935-505-16;18/09/2023;rotules de direction/barre d'accouplement;Réparée;bras de direction - barre d'accouplement - rotule direction (04);04/10/2023;Djeridi,A;PARC;13;22;0,59;9;40,91%;mécanique;
0003790-212-16/1;TRANS/BENNE 40;CAMION A BENNE BN-12 DAEWOO  02683-212-40;0003790-212-16;21/09/2023;problème de freinage;Réparée;Garniture de Frein (AR,G) 01 Roue;21/09/2023;Sekakra,Dj;PARC;1;22;0,05;21;95,45%;mécanique;
00101-300-40/4;LEGER;PEUGEOT EXPERT 00101-300-40;00101-300-40;21/09/2023;cardon défectueux/suspension usée;Réparée;pièces remplacées: -  soufflet cardon (01) - Triangles (02) - bielle de suspension (02) - fusée de roue (01);25/09/2023;Sekakra,Dj;MGX;3;22;0,14;19;86,36%;mécanique;
CB3271/1;GEG;GROUPE ELECTROGENE ASTRA KOREA AST3700E  CB3271;CB3271;26/09/2023;pot d'échappement troué-lanceur défectueux;Réparée;soudure pot d'échappement - réparation du lanceur;27/09/2023;Tamrabet,A;MAGAZIN/CHANTIER;2;22;0,09;20;90,91%;mécanique;
052-01314-40/1;ENGIN TERRASSEM;CHARGEUR  HL740-7 HYUNDAI HYUNDAI  052-01314-40;052-01314-40;26/09/2023;bruit et grincement au niveau des cylindre de direction;Réparée;graissage/rondelle ;04/10/2023;Sekakra,Dj;PARC;7;22;0,32;15;68,18%;mécanique;
000429-712-16/2;TRANS ET V, SPECIAUX 40;CAMION MALAXEUR  M2 DAEWOO  03371-712-40;000429-712-16;27/09/2023;fumé noire /problème électrique;Réparée;fusibles électrique - filtre gasoil ;27/09/2023;Sekakra,Dj;CAB;1;22;0,05;21;95,45%;électrique;
003804-206-16/5;TRANS/PERSONNEL 40;CAMION TP-02 HYUNDAI  00194-206-40;003804-206-16;27/09/2023;câble de levier de vitesses rompu;Réparée;câble levier de vitesses;27/09/2023;Djeridi,A;MGX;1;22;0,05;21;95,45%;mécanique;
042-01198-40/1;ENGIN TERRASSEM;PELLE SUR CHENILLE  320DL CATERPILLAR 042-01198-40;042-01198-40;27/09/2023;entretien complet (vidange/graissage le 10/9/23);Réparée;filtre a air - filtre huile - filtre gasoil(02) - lavage/graissage;03/10/2023;Agaba,F;PARC;5;22;0,23;17;77,27%;mécanique;
00379-305-40/5;LEGER;MITSUBISHI PICK UP 00379-305-40;00379-305-40;01/10/2023;problème de température moteur;Réparée;Débouchage/Soudure radiateur;01/10/2023;Djeridi,A;MGX;1;22;0,05;21;95,45%;mécanique;
097466-114-16/3;LEGER;RENAULT TRAFIC (FOREMHYD) 097466-114-16;097466-114-16;01/10/2023;bruit au niveau de la roue AR;Réparée;Roulement de Roue AR remplacée;01/10/2023;Djeridi,A;MGX;1;22;0,05;21;95,45%;mécanique;
02326-115-40/7;LEGER;NISSAN SUNNY 02326-115-40;02326-115-40;01/10/2023;fuite du liquide de refroidissement;Réparée;réparation radiateur;04/10/2023;Djeridi,A;MGX;4;22;0,18;18;81,82%;mécanique;
568-187-40/1;COMPACTAGE;COMPACTEUR SP 54 ENMTP 568-187-40;568-187-40;01/10/2023;problème de démarrage;Réparée;démarreur en panne (induit HS) - induit remplacé;08/10/2023;Marir,R;PARC;6;22;0,27;16;72,73%;électrique;
000431-712-16/2;TRANS ET V, SPECIAUX 40;CAMION MALAXEUR  M3 DAEWOO  03367-712-40;000431-712-16;02/10/2023;entretien électrique;Réparée;"Plaque ""D"" - feu de gabarit - feu de matricule - pompe de lavage toupie (Roulement 02) - ";02/10/2023;Marir,R;CAB;1;22;0,05;21;95,45%;électrique;
041-2347-23/1;ENGIN TERRASSEM;CHARGEUR S/PNEU 2320 ENMTP/GTH 041-2347-23;041-2347-23;02/10/2023;Problème de Freinage;Réparée;flexible hydraulique;03/10/2023;Sekakra,Dj;CAB;2;22;0,09;20;90,91%;mécanique;
00151-106-40/6;LEGER;RENAULT KANGOO 00151-106-40;00151-106-40;02/10/2023;Véhicule ne démarre pas;Réparée;Démarreur HS -  remplacement de: - induit(rotor) - contacteur - porte charbon;03/10/2023;Marir,R;MGX;2;22;0,09;20;90,91%;électrique;
004020-205-16/2;TRANS/BENNE 40;CAMION A BENNE BN-09 DAEWOO  00586-205-40;004020-205-16;04/10/2023;Problème de Freinage;Réparée;Membrane piston de Frein (02);04/10/2023;Sekakra,Dj;PARC;1;22;0,05;21;95,45%;mécanique;
097466-114-16/4;LEGER;RENAULT TRAFIC (FOREMHYD) 097466-114-16;097466-114-16;05/10/2023;bruite a l'avant du véhicule;Réparée;Roulement de roue (02) - bagues moyeu de roue (02);05/10/2023;Djeridi,A;MGX;1;22;0,05;21;95,45%;mécanique;
052-00775-40/5;MANITENTION;GRUE SUR PNEU 1025 ENMTP 052-00775-40;052-00775-40;08/10/2023;l'engin ne démarre pas;Réparée;problème au niveau du circuit gasoil - (clapet anti-retour) défectueux)remplacé - ;09/10/2023;Sekakra,Dj;PARC;2;22;0,09;20;90,91%;mécanique;
041-01296-40/1;ENGIN TERRASSEM;NIVELEUSE GD661 KOMATSU 041-01296-40;041-01296-40;08/10/2023;mauvais freinage ;Réparée;remplacement garniture de frein (01 - 03) - coupelle (02);14/10/2023;Gharib,med;PARC;5;22;0,23;17;77,27%;mécanique;
000429-712-16/3;TRANS ET V, SPECIAUX 40;CAMION MALAXEUR  M2 DAEWOO  03371-712-40;000429-712-16;09/10/2023;cours circuit électrique;Réparée;fusibles remplacés;09/10/2023;Marir,R;CAB;1;22;0,05;21;95,45%;électrique;
CB1437/1;AIR COMPRIME;COMPRESSEUR M 57  KAESER CB1437;CB1437;09/10/2023;fuite du liquide de refroidissement;Réparée;fuite colmatée;09/10/2023;Tamrabet,A;PARC;1;22;0,05;21;95,45%;mécanique;
00151-106-40/7;LEGER;RENAULT KANGOO 00151-106-40;00151-106-40;09/10/2023;démarreur HS;Réparée;Démarreur HS - remplacement de: - induit(rotor) - porte charbon - Charbon ;15/10/2023;Marir,R;MGX;5;22;0,23;17;77,27%;électrique;
052-00775-40/6;MANITENTION;GRUE SUR PNEU 1025 ENMTP 052-00775-40;052-00775-40;09/10/2023;Moteur de rotation de la tourelle HS;Réparée;moteur de rotation HS (révision) - pièces a remplacées - 01 chemise - 01 bielle - 01 piston - jeu de segment - joint de chemise - ;18/10/2023;Sekakra,Dj;PARC;8;22;0,36;14;63,64%;mécanique;
00934-309-40/1;LEGER;MITSUBISHI PICK UP 00934-309-40;00934-309-40;11/10/2023;bruit au niveau de l'arbre de transmission;Réparée;remplacement de - palier central - croisillon;12/10/2023;Djeridi,A;MGX;2;22;0,09;20;90,91%;mécanique;
*31-695-40*/1;TRANS ET V, SPECIAUX  ;TRACTEUR AGRICOLE PMA 31-695-40;*31-695-40*;12/10/2023;Batterie HS;Réparée;Batterie 12V/92HA;12/10/2023;Marir,R;PARC;1;22;0,05;21;95,45%;électrique;
002168-203-16/4;TRANS ET V, SPECIAUX 40;CAMION MALAXEUR  M7 HYUNDAY 00331-203-40;002168-203-16;15/10/2023;vitesses ne passent pas/fuite du liquide de frein;Réparée;réglage servo d'embrayage;15/10/2023;Gharib,med;CAB;1;22;0,05;21;95,45%;mécanique;
002483-509-16/2;TRANS/MARCHANDISE 40;TRACTER ROUTIER  DAEWOO  00160-509-40;002483-509-16;15/10/2023;rotules de direction/barre d'accouplement;Dépanné;indéterminée;15/10/2023;Gharib,med;PARC;1;22;0,05;21;95,45%;mécanique;
041-01296-40/2;ENGIN TERRASSEM;NIVELEUSE GD661 KOMATSU 041-01296-40;041-01296-40;15/10/2023;fuite de l'huile hydraulique;Réparée;flexible hydraulique (02) - connecteur de démarreur - ;18/10/2023;Gharib,med;PARC;4;22;0,18;18;81,82%;mécanique;
01637-512-16/2;TRANS/MARCHANDISE 40;TRACTER ROUTIER   6X4 DAEWOO  DAEWOO  02184-512-40;01637-512-16;15/10/2023;manque de puissance moteur/injecteurs défectueux;Réparée;06 injecteurs - 01 support filtre gasoil - 02 flexible gasoil;05/11/2023;Gharib,med;PARC;16;22;0,73;6;27,27%;mécanique;
097466-114-16/5;LEGER;RENAULT TRAFIC (FOREMHYD) 097466-114-16;097466-114-16;15/10/2023;fuite de carburant/rupture de courroie de distribution;Réparée;filtre gasoil - courroie de distribution (Réf: 22 231069/94939) - rectification culasse;14/11/2023;Djeridi,A;MGX;23;22;1,05;0;100%;mécanique;
CB1349/1;GEG;GROUPE  ELECTROGENE 180 KVA VOLVO CB1349;CB1349;16/10/2023;le groupe ne démarre pas;Réparée;régulateur de tension défectueux;16/10/2023;Marir,R;PARC;1;22;0,05;21;95,45%;électrique;
002483-509-16/3;TRANS/MARCHANDISE 40;TRACTER ROUTIER  DAEWOO  00160-509-40;002483-509-16;16/10/2023;problème de freinage;Réparée;changement de garniture de frein;17/10/2023;Tamrabet,A;PARC;2;22;0,09;20;90,91%;mécanique;
03368-812-40/4;TRANS ET V, SPECIAUX  ;COCOTTE A CIMENT 20T-03 SNVI 03368-812-40;03368-812-40;16/10/2023;problème de freinage;Réparée;changement de garniture de frein;22/10/2023;Tamrabet,A;PARC;5;22;0,23;17;77,27%;mécanique;
000330-711-16/2;TRANS ET V, SPECIAUX 40;CAMION MALAXEUR  M5 DAEWOO  01106-711-40;000330-711-16;17/10/2023;problème de freinage;Réparée;membrane piston de Frein (04) ;17/10/2023;Gharib,med;CAB;1;22;0,05;21;95,45%;mécanique;
00145-105-40/3;LEGER;HONDA CIVIC 00145-105-40;00145-105-40;17/10/2023;fuite du liquide refroidissement;Réparée;radiateur a remplacer;30/10/2023;Djeridi,A;MGX;10;22;0,45;12;54,55%;mécanique;
CB1473/2;OUTILLAGE DIVERS;CISAILLE ELECTRIQUE MOBILE REBAR MACA CB1473;CB1473;17/10/2023;Lames de scie usées;Réparée;lames de scie - Boulons;16/11/2023;Tamrabet,A;PARC;23;22;1,05;0;100%;mécanique;
00801-111-40/1;LEGER;HYUNDAI HYUNDAI ACCENT 00801-111-40;00801-111-40;17/10/2023;moteur HS;Réparée;reconditionnement moteur (révision);19/11/2023;Externe;MGX;24;22;1,09;0;100%;mécanique;
041-01296-40/3;ENGIN TERRASSEM;NIVELEUSE GD661 KOMATSU 041-01296-40;041-01296-40;18/10/2023;le problème de freinage persiste;Réparée;04 garniture de frein AV - AR;25/10/2023;Sekakra,Dj;PARC;6;22;0,27;16;72,73%;mécanique;
00378-105-40/1;LEGER;HONDA ACCORD 00378-105-40;00378-105-40;18/10/2023;passage de vitesses difficile;Réparée;mécanisme d'embrayage réparé - butée d'embrayage remplacé - 02 rotule crémaillère;30/10/2023;Djeridi,A;MGX;9;22;0,41;13;59,09%;mécanique;
0003794-212-16/2;TRANS/BENNE 40;CAMION A BENNE BN-11 DAEWOO  03366-212-40;0003794-212-16;22/10/2023;problème électrique;Réparée;alternateur réparé;22/10/2023;Marir,R;PARC;1;22;0,05;21;95,45%;électrique;
02654-313-40/3;LEGER;MITSUBISHI L200 02654-313-40;02654-313-40;22/10/2023;démarrage difficile voyant huile moteur allumé bruit a l'avant du véhicule;Réparée;réparé;22/10/2023;Sekakra,Dj;MGX;1;22;0,05;21;95,45%;mécanique;
02161-413-40/2;TRANS/PERSONNEL;MINI BUS/01 MITSUBISHI 02166-413-40;02161-413-40;22/10/2023;serrure de contacte défectueuse;Réparée;réparation serrure de contacte;22/10/2023;Marir,R;MGX;1;22;0,05;21;95,45%;électrique;
